,股票简称,昨首停,昨收,前连板,昨封单,昨开,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
600392.SH,盛和资源,2021-02-18 09:30:30,10.0,2,5744166.0,10.009624639076026,20210218,False,True,8.4427,-3.1868,6.2083,-8.7485,-4.0843,0.0,8.4427
000837.SZ,秦川机床,2021-02-18 09:31:30,3.84,2,,4.319999999999993,20210218,False,False,0.9245,0.458,0.6079,4.8338,-3.3141,-6.16,-5.2355
600997.SH,开滦股份,2021-02-18 13:15:29,10.0,2,7043099.0,5.8981233243967885,20210218,False,False,2.1924,-6.0787,-4.4416,-2.7888,-0.8197,0.0,2.1924
600916.SH,中国黄金,2021-02-19 09:30:00,10.0,5,20349497.0,9.97150997150998,20210219,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600722.SH,金牛化工,2021-02-19 09:30:00,10.0,4,10103749.0,10.03521126760564,20210219,True,False,10.0,10.0,-6.605,-10.0,5.3459,0.0,13.395
002176.SZ,江特电机,2021-02-19 09:30:00,4.95575221,3,4495400.0,4.955752212389369,20210219,True,False,4.2159,-5.0162,2.385,-0.4992,-5.0167,-5.04424779,-0.8283477899999996
605077.SH,华康股份,2021-02-19 09:30:00,10.0,3,1311389.0,10.00333444481494,20210219,True,False,10.0,10.0,-7.4065,-7.1152,-9.7087,0.0,12.593499999999999
000737.SZ,南风化工,2021-02-19 09:30:00,5.04385965,2,1996471.0,5.043859649122817,20210219,True,False,5.0104,4.9702,4.9242,5.0542,-3.7801,-4.95614035,0.05425964999999966
003038.SZ,鑫铂股份,2021-02-19 09:30:00,10.0,2,2233056.0,9.98603351955307,20210219,True,False,10.0,10.0,10.0,-0.6201,-10.0,0.0,29.3799
000711.SZ,京蓝科技,2021-02-19 09:30:15,9.8540146,5,10904295.0,9.854014598540129,20210219,False,True,10.0,-10.0,-8.3893,-4.0293,3.0534,-0.1459854000000007,-8.535285400000001
002378.SZ,章源钨业,2021-02-19 09:32:00,10.0,3,5009977.0,6.200317965023843,20210219,False,False,9.5376,-8.7071,10.0,-7.2273,-8.6402,0.0,9.5376
605006.SH,山东玻纤,2021-02-19 09:37:30,10.0,2,1509900.0,2.510460251046031,20210219,False,False,-1.4449,0.3086,-10.0,-0.2564,-3.0848,0.0,-1.4449
600066.SH,宇通客车,2021-02-19 09:55:46,10.0,2,2088559.0,2.040816326530614,20210219,False,False,-3.7101,-4.3949,-0.4408,-3.6686,-0.3283,0.0,-3.7101
603399.SH,吉翔股份,2021-02-19 13:38:57,10.0,3,340213.0,9.69976905311778,20210219,False,False,10.0,-3.8168,10.0,10.0,-2.1346,0.0,6.183199999999999
601168.SH,西部矿业,2021-02-19 14:56:07,9.375,2,,3.3052884615384657,20210219,False,False,0.989,-5.4951,-2.3604,-0.4127,-7.0456,-0.625,0.364
000711.SZ,京蓝科技,2021-02-22 09:30:00,10.0,6,10788380.0,9.966777408637883,20210222,True,False,-10.0,-8.3893,-4.0293,3.0534,0.7407,0.0,-18.3893
002109.SZ,兴化股份,2021-02-22 09:30:00,10.0,2,7788931.0,9.90099009900991,20210222,True,False,10.0,10.0,-10.0,-5.176,3.0568,0.0,4.824
000960.SZ,锡业股份,2021-02-22 09:30:00,10.0,2,40188038.0,10.019775873434419,20210222,True,False,5.4524,2.2727,-6.2222,-7.5829,2.0513,0.0,5.4524
000949.SZ,新乡化纤,2021-02-22 09:30:00,10.12048193,2,17303602.0,10.120481927710841,20210222,True,False,10.0,-5.7654,-5.0633,-5.3333,10.0,0.1204819300000004,4.355081930000001
600331.SH,宏达股份,2021-02-22 09:30:00,10.0,2,21323323.0,9.90099009900991,20210222,True,False,4.5045,-9.0517,-1.4218,-1.4423,2.439,0.0,4.5045
002532.SZ,天山铝业,2021-02-22 09:30:00,10.0,2,12960590.0,9.982014388489219,20210222,True,False,3.0253,1.5873,-5.9375,-7.6412,2.518,0.0,3.0253
000737.SZ,南风化工,2021-02-22 09:30:00,5.01043841,3,4327090.0,5.0104384133611735,20210222,True,False,4.9702,4.9242,5.0542,-3.7801,-0.8929,-4.98956159,-0.01936158999999993
003038.SZ,鑫铂股份,2021-02-22 09:30:00,10.0,3,14711953.0,9.999999999999996,20210222,True,False,10.0,10.0,-0.6201,-10.0,-6.6667,0.0,19.3799
600722.SH,金牛化工,2021-02-22 09:30:00,10.0,5,19642331.0,10.079999999999998,20210222,True,False,10.0,-6.605,-10.0,5.3459,10.0,0.0,3.3949999999999996
600916.SH,中国黄金,2021-02-22 09:30:00,10.0,6,20060039.0,10.017271157167531,20210222,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
605077.SH,华康股份,2021-02-22 09:30:00,10.0,4,696108.0,10.003031221582303,20210222,True,False,10.0,-7.4065,-7.1152,-9.7087,3.2258,0.0,2.5934999999999997
002591.SZ,恒大高新,2021-02-22 09:30:00,10.0,2,34551115.0,9.981167608286258,20210222,True,False,-4.7945,-6.6547,-3.2755,1.5936,0.7843,0.0,-4.7945
002378.SZ,章源钨业,2021-02-22 09:30:45,9.53757225,4,,8.381502890173412,20210222,False,True,-8.7071,10.0,-7.2273,-8.6402,10.0,-0.4624277499999998,-9.16952775
000422.SZ,湖北宜化,2021-02-22 09:33:30,4.60122699,2,,1.840490797546014,20210222,False,False,4.9853,5.0279,5.0532,-5.0633,4.5333,-5.39877301,-0.4134730100000006
002176.SZ,江特电机,2021-02-22 09:37:48,4.2158516,4,,1.1804384485666153,20210222,False,False,-5.0162,2.385,-0.4992,-5.0167,4.9296,-5.7841484,-10.8003484
600280.SH,中央商场,2021-02-22 09:39:11,-1.40350877,2,,1.7543859649122744,20210222,False,False,4.9822,3.0508,4.9342,0.627,2.1807,-11.40350877,-6.42130877
002092.SZ,中泰化学,2021-02-22 10:02:47,7.63765542,2,,8.969804618117227,20210222,False,False,1.5677,-10.0,-4.1516,-0.3766,0.5671,-2.3623445800000002,-0.7946445800000002
603655.SH,朗博科技,2021-02-22 10:07:41,10.0,2,478622.0,0.6148686416992701,20210222,False,False,10.0,7.5289,-3.6082,5.615,0.8439,0.0,17.5289
603399.SH,吉翔股份,2021-02-22 10:49:23,10.0,4,1551498.0,-1.0504201680672232,20210222,False,False,-3.8168,10.0,10.0,-2.1346,,0.0,-3.8168
000408.SZ,藏格矿业,2021-02-22 13:04:59,2.63157895,2,,2.8508771929824737,20210222,False,False,-5.0214,-4.9494,4.9704,-4.9605,4.745,-7.36842105,-12.38982105
600916.SH,中国黄金,2021-02-23 09:30:00,10.0,7,24714665.0,9.968602825745679,20210223,True,False,10.0,10.0,10.0,-10.0,10.0,0.0,30.0
600722.SH,金牛化工,2021-02-23 09:30:00,10.0,6,3142956.0,10.029069767441866,20210223,True,False,-6.605,-10.0,5.3459,10.0,-8.4125,0.0,-6.605
000737.SZ,南风化工,2021-02-23 09:30:00,4.97017893,4,5930094.0,4.970178926441352,20210223,True,False,4.9242,5.0542,-3.7801,-0.8929,-5.045,-5.02982107,-0.10562106999999976
003038.SZ,鑫铂股份,2021-02-23 09:30:00,10.0,4,13662207.0,10.014430014430012,20210223,True,False,10.0,-0.6201,-10.0,-6.6667,-9.5143,0.0,9.3799
002591.SZ,恒大高新,2021-02-23 09:30:00,-4.79452055,3,,9.93150684931507,20210223,True,False,-6.6547,-3.2755,1.5936,0.7843,-3.3074,-14.79452055,-21.44922055
000683.SZ,远兴能源,2021-02-23 09:30:00,10.0,2,24047060.0,9.963099630996311,20210223,True,False,-3.6913,-7.6655,-4.1509,5.9055,-6.3197,0.0,-3.6913
600295.SH,鄂尔多斯,2021-02-23 09:30:00,10.0,2,6640583.0,10.00613873542052,20210223,True,False,2.0089,1.4223,2.1575,10.0,6.7211,0.0,2.0089
605077.SH,华康股份,2021-02-23 09:30:45,10.0,5,629947.0,5.630568568016897,20210223,False,True,-7.4065,-7.1152,-9.7087,3.2258,-6.4479,0.0,-7.4065
603188.SH,亚邦股份,2021-02-23 09:32:30,-0.18115942,2,,3.2608695652174027,20210223,False,False,-1.6334,-1.845,4.6992,-0.1795,-0.8993,-10.18115942,-11.81455942
002109.SZ,兴化股份,2021-02-23 09:34:15,10.0,3,10262850.0,0.2252252252252204,20210223,False,False,10.0,-10.0,-5.176,3.0568,10.0,0.0,-5.176
603655.SH,朗博科技,2021-02-23 09:42:15,10.0,3,1259700.0,2.997967479674796,20210223,False,False,7.5289,-3.6082,5.615,0.8439,-8.4519,0.0,7.5289
000949.SZ,新乡化纤,2021-02-23 13:12:21,10.0,3,3778600.0,0.0,20210223,False,False,-5.7654,-5.0633,-5.3333,10.0,-9.3817,0.0,-5.7654
002532.SZ,天山铝业,2021-02-23 13:39:21,3.02534751,3,,2.207686017988549,20210223,False,False,1.5873,-5.9375,-7.6412,2.518,-7.8947,-6.97465249,-5.3873524900000005
002998.SZ,优彩资源,2021-02-23 14:53:18,10.0,2,553442.0,3.8308060654429403,20210223,False,False,-10.0,10.0,10.0,10.0,-10.0,0.0,10.0
600916.SH,中国黄金,2021-02-24 09:30:00,10.0,8,48200671.0,9.992862241256248,20210224,True,False,10.0,10.0,-10.0,10.0,-7.4174,0.0,12.5826
000737.SZ,南风化工,2021-02-24 09:30:00,4.92424242,5,5832128.0,4.92424242424242,20210224,True,False,5.0542,-3.7801,-0.8929,-5.045,4.9336,-5.07575758,-0.02155758000000052
003038.SZ,鑫铂股份,2021-02-24 09:30:00,10.0,5,10392127.0,9.994753410283323,20210224,True,False,-0.6201,-10.0,-6.6667,-9.5143,1.042,0.0,-0.6201
603655.SH,朗博科技,2021-02-24 09:32:00,7.52886836,4,,9.468822170900696,20210224,False,True,-3.6082,5.615,0.8439,-8.4519,0.8227,-2.4711316400000003,-6.07933164
600746.SH,江苏索普,2021-02-24 09:34:45,10.0,2,3131456.0,2.2816679779700952,20210224,False,False,-10.0,-6.8362,4.3515,-6.9501,10.0,0.0,-16.836199999999998
002280.SZ,联络互动,2021-02-24 09:40:30,-1.2244898,2,,1.6326530612244912,20210224,False,False,-3.719,3.8627,4.9587,2.3622,-0.7692,-11.2244898,-14.9434898
002109.SZ,兴化股份,2021-02-24 09:48:46,10.0,4,2945599.0,0.0,20210224,False,False,-10.0,-5.176,3.0568,10.0,4.6243,0.0,-15.176
601258.SH,庞大集团,2021-02-24 13:02:44,4.8,3,4241129.0,0.8000000000000007,20210224,False,False,-5.3435,4.8387,0.0,-3.8462,0.0,-5.2,-10.5435
600916.SH,中国黄金,2021-02-25 09:30:00,10.0,9,48200070.0,9.993510707332895,20210225,True,False,10.0,-10.0,10.0,-7.4174,1.0526,0.0,2.5826000000000002
000737.SZ,南风化工,2021-02-25 09:30:00,5.05415162,6,5398693.0,5.054151624548741,20210225,True,False,-3.7801,-0.8929,-5.045,4.9336,1.9892,-4.94584838,-8.72594838
003038.SZ,鑫铂股份,2021-02-25 09:30:00,-0.62008109,6,,9.99284521822084,20210225,True,False,-10.0,-6.6667,-9.5143,1.042,-1.9688,-10.62008109,-27.286781089999998
600714.SH,金瑞矿业,2021-02-25 09:30:00,10.0,2,6186557.0,9.984639016897086,20210225,True,False,10.0,10.0,-9.4579,2.6752,4.4665,0.0,10.5421
000422.SZ,湖北宜化,2021-02-25 09:32:00,5.05319149,2,4932087.0,3.4574468085106473,20210225,False,True,-5.0633,4.5333,-5.102,1.6129,-5.0265,-4.94680851,-10.01010851
601258.SH,庞大集团,2021-02-25 09:44:52,-5.34351145,4,,2.2900763358778646,20210225,False,False,4.8387,0.0,-3.8462,0.0,0.8,-15.343511450000001,-10.504811450000002
600696.SH,岩石股份,2021-02-25 13:44:58,4.98830865,2,117200.0,4.9103663289166075,20210225,False,False,3.5635,5.0179,4.9829,5.0065,-5.0155,-5.01169135,-1.4481913500000005
600916.SH,中国黄金,2021-02-26 09:30:00,10.0,10,22030971.0,10.029498525073743,20210226,True,False,-10.0,10.0,-7.4174,1.0526,-8.044,0.0,-7.4174
000056.SZ,皇庭国际,2021-02-26 09:30:00,10.0,2,63616500.0,10.032362459546928,20210226,True,False,-6.1765,-10.0,-1.3937,-2.4735,0.7246,0.0,-6.1765
605133.SH,嵘泰股份,2021-02-26 09:30:00,10.0,2,17956147.0,9.993792675356918,20210226,True,False,-10.0,-10.0,-4.3887,-7.0674,-1.4504,0.0,-24.3887
605268.SH,王力安防,2021-02-26 09:30:00,10.0,2,8947171.0,10.030581039755333,20210226,True,False,10.0,-10.0,-4.941,-9.4507,-2.805,0.0,-4.941
000422.SZ,湖北宜化,2021-02-26 09:31:00,-5.06329114,3,,2.531645569620244,20210226,False,True,4.5333,-5.102,1.6129,-5.0265,-0.8357,-15.06329114,-10.52999114
600714.SH,金瑞矿业,2021-02-26 09:31:00,10.0,3,1218700.0,1.117318435754191,20210226,False,False,10.0,-9.4579,2.6752,4.4665,-10.0,0.0,0.5420999999999996
603399.SH,吉翔股份,2021-02-26 10:02:30,-2.13464696,2,,-1.4778325123152687,20210226,False,False,,,,,,-12.13464696,
600696.SH,岩石股份,2021-02-26 10:25:30,3.56347439,3,,-1.855976243504083,20210226,False,False,5.0179,4.9829,5.0065,-5.0155,5.0196,-6.43652561,-1.4186256100000003
002647.SZ,仁东控股,2021-02-26 11:21:00,10.0,2,4782200.0,-0.9493670886075934,20210226,False,False,10.0,4.0976,10.0,10.0,10.0,0.0,14.0976
603222.SH,济民医疗,2021-02-26 14:10:25,10.0,2,982800.0,0.3189792663476948,20210226,False,False,10.0,2.8345,3.141,7.8931,10.0,0.0,12.8345
000056.SZ,皇庭国际,2021-03-01 09:30:00,-6.17647059,3,,10.000000000000009,20210301,True,False,-10.0,-1.3937,-2.4735,0.7246,-1.4388,-16.17647059,-27.57017059
605268.SH,王力安防,2021-03-01 09:30:00,10.0,3,30035876.0,10.005558643690943,20210301,True,False,-10.0,-4.941,-9.4507,-2.805,0.3356,0.0,-14.940999999999999
600193.SH,创兴资源,2021-03-01 09:30:00,5.00863558,2,2050600.0,5.008635578583766,20210301,True,False,-3.6184,1.0239,-0.3378,-1.6949,-1.0345,-4.99136442,-8.60976442
600834.SH,申通地铁,2021-03-01 09:30:00,-4.17801998,2,,9.990917347865574,20210301,True,False,0.1896,-4.825,-2.3857,-4.7862,3.1016,-14.17801998,-13.98841998
002647.SZ,仁东控股,2021-03-01 09:45:44,10.0,3,11747500.0,5.369127516778528,20210301,False,True,4.0976,10.0,10.0,10.0,10.0,0.0,4.0976
603222.SH,济民医疗,2021-03-01 10:05:01,10.0,3,3415700.0,0.6526468455402584,20210301,False,False,2.8345,3.141,7.8931,10.0,10.0,0.0,2.8345
600714.SH,金瑞矿业,2021-03-01 10:40:38,10.0,4,1196046.0,-2.2842639593908594,20210301,False,False,-9.4579,2.6752,4.4665,-10.0,-6.2005,0.0,-9.4579
002998.SZ,优彩资源,2021-03-01 14:48:59,10.0,2,373600.0,2.3999999999999964,20210301,False,False,-10.0,-8.0135,10.0,-10.0,-7.9084,0.0,-18.0135
