,股票简称,昨收,前连板,昨封单,昨开,昨首停,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
003043.SZ,华亚智能,10.0,5,12259600.0,10.00718218817333,2021-04-13 09:30:00,20210413,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603324.SH,盛剑环境,10.0,4,9281529.0,10.005252100840343,2021-04-13 09:30:00,20210413,True,False,10.0,10.0,-10.0,-4.2525,-1.8086,0.0,5.7475
002168.SZ,惠程科技,10.0,2,22528584.0,10.096153846153845,2021-04-13 09:30:00,20210413,True,False,10.0,-10.0,-10.0,-1.467,4.9628,0.0,-11.467
600257.SH,大湖股份,10.0,2,61715490.0,10.01757469244287,2021-04-13 09:30:00,20210413,True,False,10.0,10.0,10.0,-10.0,-7.723,0.0,12.277000000000001
002053.SZ,云南能投,-8.78378378,4,,10.038610038610047,2021-04-13 09:30:45,20210413,False,True,-6.9841,-7.9636,0.7417,-0.6135,-0.6173,-18.78378378,-25.76788378
601005.SH,重庆钢铁,3.8961039,2,,9.956709956709956,2021-04-13 09:30:45,20210413,False,False,10.0,-9.4697,-0.4184,-2.9412,0.8658,-6.1038961,-5.5735961
003042.SZ,中农联合,10.0,5,2104250.0,0.021992522542331232,2021-04-13 09:31:00,20210413,False,False,-10.0,-10.0,-7.0318,-0.69,1.4431,0.0,-27.0318
002762.SZ,金发拉比,10.0,6,2006007.0,10.009267840593143,2021-04-13 09:32:30,20210413,False,False,5.9815,10.0,10.0,,,0.0,5.9815
605188.SH,国光连锁,10.0,2,3357923.0,2.9803921568627514,2021-04-13 09:34:15,20210413,False,False,-3.4212,-10.0,-10.0,-1.184,-2.0276,0.0,-3.4212
603759.SH,海天股份,-5.42154287,11,,9.81609744447098,2021-04-13 09:35:30,20210413,False,False,-10.0,-5.6117,-10.0,-4.3909,4.1091,-15.42154287,-31.03324287
000993.SZ,闽东电力,10.0,2,2283337.0,-3.586497890295357,2021-04-13 09:59:45,20210413,False,False,-10.0,-10.0,-3.9053,0.0,2.0936,0.0,-23.9053
600569.SH,安阳钢铁,10.0,4,46296601.0,2.8277634961439557,2021-04-13 10:09:00,20210413,False,False,-5.6075,-10.0,-1.3736,-3.3426,0.8646,0.0,-5.6075
003033.SZ,征和工业,10.0,4,288962.0,-0.8500303582270686,2021-04-13 14:52:08,20210413,False,False,-10.0,-10.0,-9.38,-2.3559,0.077,0.0,-29.380000000000003
003041.SZ,真爱美家,10.0,6,12430016.0,10.011976047904191,2021-04-14 09:30:00,20210414,True,False,-8.6,-10.0,-5.1879,-2.9034,3.8528,0.0,-8.6
003043.SZ,华亚智能,10.0,6,15018949.0,10.010881392818268,2021-04-14 09:30:00,20210414,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603324.SH,盛剑环境,10.0,5,3169282.0,10.002387204583428,2021-04-14 09:30:00,20210414,True,False,10.0,-10.0,-4.2525,-1.8086,-1.5855,0.0,-4.2525
600257.SH,大湖股份,10.0,3,54797759.0,10.063897763578273,2021-04-14 09:30:00,20210414,True,False,10.0,10.0,-10.0,-7.723,-4.9062,0.0,2.277
603668.SH,天马科技,-4.39684329,2,,10.033821871476896,2021-04-14 09:30:00,20210414,True,False,-9.5519,0.1304,-1.3021,0.9235,-2.8758,-14.39684329,-23.94874329
605378.SH,野马电池,10.0,2,9655849.0,9.996417054819057,2021-04-14 09:30:00,20210414,True,False,10.0,10.0,10.0,10.0,1.0676,0.0,41.0676
003042.SZ,中农联合,-10.0,6,,6.957217113154731,2021-04-14 09:30:30,20210414,False,True,-10.0,-7.0318,-0.69,1.4431,-5.3741,-20.0,-37.0318
605055.SH,迎丰股份,10.0,2,1606578.0,3.4928848641655827,2021-04-14 09:32:30,20210414,False,False,-10.0,-10.0,-9.5065,1.6038,-5.6038,0.0,-29.506500000000003
600814.SH,杭州解百,10.0,2,7679930.0,3.6144578313253044,2021-04-14 09:33:16,20210414,False,False,10.0,-3.2379,-3.6036,-9.8798,1.3333,0.0,6.7621
003040.SZ,楚天龙,10.0,16,4543361.0,9.989220265900112,2021-04-14 09:35:46,20210414,False,False,-10.0,7.7649,-10.0,1.1972,10.0,0.0,-2.2351
002168.SZ,惠程科技,10.0,3,1535600.0,8.07860262008734,2021-04-14 09:38:01,20210414,False,False,-10.0,-10.0,-1.467,4.9628,-4.4917,0.0,-21.467
600200.SH,江苏吴中,10.0,2,11113847.0,5.538461538461543,2021-04-14 10:00:46,20210414,False,False,-10.0,-4.1925,-5.0243,-1.0239,5.0,0.0,-14.192499999999999
600202.SH,哈空调,10.0,2,3889795.0,5.042016806722693,2021-04-14 10:05:46,20210414,False,False,-7.6336,10.0,-9.3985,-7.4689,-1.3453,0.0,-7.6336
605188.SH,国光连锁,-3.4212402,3,,-1.6393442622950725,2021-04-14 10:28:43,20210414,False,False,-10.0,-10.0,-1.184,-2.0276,-0.5644,-13.4212402,-34.6052402
002762.SZ,金发拉比,5.98146588,7,,-10.02527379949452,2021-04-14 10:41:21,20210414,False,False,10.0,10.0,,,,-4.01853412,
003041.SZ,真爱美家,-8.60004354,7,,9.993468321358597,2021-04-15 09:30:00,20210415,True,False,-10.0,-5.1879,-2.9034,3.8528,2.464,-18.60004354,-33.78794354
003043.SZ,华亚智能,10.0,7,924930.0,10.009891196834822,2021-04-15 09:30:00,20210415,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600257.SH,大湖股份,10.0,4,2312000.0,10.0145137880987,2021-04-15 09:30:00,20210415,True,False,10.0,-10.0,-7.723,-4.9062,1.3657,0.0,-7.723
600814.SH,杭州解百,10.0,3,5871766.0,9.999999999999995,2021-04-15 09:30:00,20210415,True,False,-3.2379,-3.6036,-9.8798,1.3333,1.9006,0.0,-3.2379
605378.SH,野马电池,10.0,3,7097330.0,10.000000000000012,2021-04-15 09:30:00,20210415,True,False,10.0,10.0,10.0,1.0676,-6.6901,0.0,31.0676
603817.SH,海峡环保,1.92572215,2,,4.951856946354887,2021-04-15 09:32:00,20210415,False,True,-8.7719,-2.5148,-3.1866,-0.627,-1.8927,-8.07427785,-16.84617785
603721.SH,中广天择,10.0,2,3421904.0,5.219985085756893,2021-04-15 09:40:45,20210415,False,False,10.0,-2.8959,10.0,-10.0,3.139,0.0,7.1041
603324.SH,盛剑环境,10.0,6,1025627.0,1.9965277777777815,2021-04-15 10:07:47,20210415,False,False,-10.0,-4.2525,-1.8086,-1.5855,10.0,0.0,-14.252500000000001
688068.SH,热景生物,20.0,2,214270.0,2.0701208567667875,2021-04-15 13:33:47,20210415,False,False,20.0,20.0,-10.7541,13.6716,-0.9488,10.0,51.9687
605378.SH,野马电池,10.0,4,3316923.0,10.00888362451879,2021-04-16 09:30:00,20210416,True,False,10.0,10.0,1.0676,-6.6901,-10.0,0.0,21.0676
002248.SZ,华东数控,10.0,2,7032754.0,9.94475138121547,2021-04-16 09:30:00,20210416,True,False,10.0,-10.0,-2.7073,10.0,-2.5276,0.0,-2.7073
600735.SH,新华锦,10.0,2,13777584.0,9.985315712187967,2021-04-16 09:30:00,20210416,True,False,10.0,-10.0,2.965,10.0,-10.0,0.0,2.965
600814.SH,杭州解百,-3.23785803,4,,3.4869240348692547,2021-04-16 09:32:15,20210416,False,True,-3.6036,-9.8798,1.3333,1.9006,-8.0344,-13.23785803,-16.84145803
003043.SZ,华亚智能,10.0,8,444351.0,-0.017982377270271552,2021-04-16 09:34:15,20210416,False,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
600257.SH,大湖股份,10.0,5,7240678.0,-2.902374670184693,2021-04-16 09:52:45,20210416,False,False,-10.0,-7.723,-4.9062,1.3657,-8.8323,0.0,-17.723
603721.SH,中广天择,10.0,3,2224890.0,2.9830508474576236,2021-04-16 09:56:15,20210416,False,False,-2.8959,10.0,-10.0,3.139,-5.4037,0.0,-2.8959
600702.SH,舍得酒业,5.00437275,2,157200.0,1.0591779224565188,2021-04-16 10:17:45,20210416,False,False,4.9972,-4.8387,5.0014,5.0013,2.1589,-4.99562725,0.0015727500000002337
688068.SH,热景生物,20.0,3,572134.0,4.706820901475866,2021-04-16 10:21:00,20210416,False,False,20.0,-10.7541,13.6716,-0.9488,20.0,10.0,31.9687
600769.SH,祥龙电业,10.0,2,949499.0,3.9942938659058527,2021-04-16 14:43:12,20210416,False,False,10.0,-10.0,-10.0,10.0,-6.8783,0.0,-6.8783
002570.SZ,贝因美,10.0,2,23601229.0,10.037878787878775,2021-04-19 09:30:00,20210419,True,False,2.7539,10.0,-4.5662,-10.0,-7.2695,0.0,2.7539
601279.SH,英利汽车,10.0,2,136573630.0,10.0609756097561,2021-04-19 09:30:00,20210419,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
003043.SZ,华亚智能,10.0,9,692805.0,4.626450874611735,2021-04-19 09:31:45,20210419,False,True,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
600735.SH,新华锦,10.0,3,5826100.0,3.8718291054739655,2021-04-19 09:32:45,20210419,False,False,-10.0,2.965,10.0,-10.0,-10.0,0.0,-7.035
002875.SZ,安奈儿,4.54132607,2,,2.1798365122615824,2021-04-19 09:37:00,20210419,False,False,-10.0,0.3861,-3.2692,-3.1809,-2.9774,-5.45867393,-15.072573929999999
600769.SH,祥龙电业,10.0,3,,5.05836575875486,2021-04-19 09:37:15,20210419,False,False,-10.0,-10.0,10.0,-6.8783,-10.0,0.0,-16.8783
605378.SH,野马电池,10.0,5,1551929.0,2.2880215343203267,2021-04-19 09:37:45,20210419,False,False,10.0,1.0676,-6.6901,-10.0,-9.0909,0.0,11.0676
688068.SH,热景生物,20.0,4,440361.0,10.520192787103204,2021-04-19 09:46:15,20210419,False,False,-10.7541,13.6716,-0.9488,20.0,2.2225,10.0,11.9687
002348.SZ,高乐股份,10.0,2,,2.7190332326283944,2021-04-19 10:45:17,20210419,False,False,-9.8901,-7.3171,-8.5526,-8.6331,-7.0866,0.0,-9.8901
600702.SH,舍得酒业,4.99722376,3,133403.0,1.2863224134739963,2021-04-19 10:49:47,20210419,False,False,-4.8387,5.0014,5.0013,2.1589,-4.9996,-5.00277624,-9.84147624
002248.SZ,华东数控,10.0,3,3456704.0,0.0,2021-04-19 11:22:49,20210419,False,False,-10.0,-2.7073,10.0,-2.5276,-6.3209,0.0,-12.7073
601279.SH,英利汽车,10.0,3,123772012.0,9.972299168975077,2021-04-20 09:30:00,20210420,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002284.SZ,亚太股份,10.0,2,38114804.0,9.941520467836254,2021-04-20 09:30:00,20210420,True,False,10.0,3.5067,-10.0,-2.5974,-10.0,0.0,13.5067
600733.SH,北汽蓝谷,10.0,2,82955527.0,10.029069767441866,2021-04-20 09:30:00,20210420,True,False,1.5852,-6.567,0.3479,0.5548,-10.0,0.0,1.5852
600960.SH,渤海汽车,10.0,2,28356285.0,10.061601642710476,2021-04-20 09:30:00,20210420,True,False,-10.0,-9.1286,-4.5662,0.7177,-7.8385,0.0,-19.1286
603035.SH,常熟汽饰,10.0,2,14634099.0,9.979209979209976,2021-04-20 09:30:00,20210420,True,False,6.2382,-8.5409,3.7613,3.375,4.7158,0.0,6.2382
605086.SH,龙高股份,10.0,2,6461223.0,10.014727540500731,2021-04-20 09:30:00,20210420,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
688195.SH,腾景科技,4.12675018,2,,20.00736919675755,2021-04-20 09:30:00,20210420,True,False,-11.8896,2.9719,-2.4961,1.48,-9.8147,-5.87324982,-14.79094982
002786.SZ,银宝山新,10.0,2,11264458.0,7.503410641200544,2021-04-20 09:30:15,20210420,False,True,10.0,2.4803,10.0,-6.3,-10.0,0.0,12.4803
002813.SZ,路畅科技,10.0,2,1109303.0,6.217616580310877,2021-04-20 09:30:30,20210420,False,False,-10.0,-8.1392,-4.7009,0.0897,-9.6177,0.0,-18.139200000000002
002383.SZ,合众思壮,10.0,2,5885691.0,6.637168141592922,2021-04-20 09:30:45,20210420,False,False,-0.8043,10.0,-3.1941,-9.8985,-10.0,0.0,-0.8043
605378.SH,野马电池,10.0,6,2310651.0,8.465867384389531,2021-04-20 09:31:00,20210420,False,False,1.0676,-6.6901,-10.0,-9.0909,3.9769,0.0,1.0676
002055.SZ,得润电子,-1.12359551,2,,4.735152487961475,2021-04-20 09:32:15,20210420,False,False,-3.7338,-1.5177,1.8836,2.0168,1.2356,-11.12359551,-14.85739551
003043.SZ,华亚智能,10.0,10,169600.0,-0.43097042651212103,2021-04-20 09:44:00,20210420,False,False,10.0,10.0,-10.0,-10.0,-10.0,0.0,-10.0
600702.SH,舍得酒业,-4.83870968,4,,1.1634056054997421,2021-04-20 11:26:57,20210420,False,False,5.0014,5.0013,2.1589,-4.9996,-5.003,-14.838709680000001,-9.83730968
601279.SH,英利汽车,10.0,4,101745189.0,10.07556675062972,2021-04-21 09:30:00,20210421,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002284.SZ,亚太股份,10.0,3,30720588.0,9.97340425531915,2021-04-21 09:30:00,20210421,True,False,3.5067,-10.0,-2.5974,-10.0,-0.5926,0.0,3.5067
605086.SH,龙高股份,10.0,3,4927409.0,9.995537706381072,2021-04-21 09:30:00,20210421,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
605378.SH,野马电池,1.06761566,7,,10.008896797153024,2021-04-21 09:30:45,20210421,False,True,-6.6901,-10.0,-9.0909,3.9769,-2.051,-8.93238434,-15.62248434
002786.SZ,银宝山新,10.0,3,8238292.0,-8.064516129032262,2021-04-21 09:50:46,20210421,False,False,2.4803,10.0,-6.3,-10.0,-9.6085,0.0,2.4803
003043.SZ,华亚智能,10.0,11,720800.0,2.6749527154823074,2021-04-21 14:32:07,20210421,False,False,10.0,-10.0,-10.0,-10.0,-2.9867,0.0,-22.9867
601279.SH,英利汽车,10.0,5,89198986.0,10.068649885583513,2021-04-22 09:30:00,20210422,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605086.SH,龙高股份,10.0,4,11619850.0,10.02028397565924,2021-04-22 09:30:00,20210422,True,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
002435.SZ,长江健康,10.0,2,26260356.0,10.085470085470098,2021-04-22 09:30:00,20210422,True,False,5.5901,3.0882,10.0,10.0,-10.0,0.0,5.5901
600696.SH,岩石股份,4.995005,2,1657287.0,4.9950049950049955,2021-04-22 09:30:00,20210422,True,False,4.9952,-1.4499,-5.0115,-4.8887,0.2545,-5.004995,-0.009795000000000442
605117.SH,德业股份,10.0,2,17282326.0,10.005783689994226,2021-04-22 09:30:00,20210422,True,False,10.0,-8.1727,-9.7155,-3.3051,2.0072,0.0,1.8272999999999993
002786.SZ,银宝山新,2.48027057,4,,9.357384441939121,2021-04-22 09:30:15,20210422,False,True,10.0,-6.3,-10.0,-9.6085,-10.0,-7.51972943,-3.8197294299999998
600149.SH,廊坊发展,3.91517129,2,,9.787928221859715,2021-04-22 09:30:30,20210422,False,False,10.0,-10.0,-9.6672,0.3509,-3.1469,-6.08482871,-15.75202871
002284.SZ,亚太股份,3.50665054,4,,6.287787182587661,2021-04-22 09:34:00,20210422,False,False,-10.0,-2.5974,-10.0,-0.5926,-2.3845,-6.49334946,-19.09074946
603518.SH,锦泓集团,10.0,2,1471000.0,7.142857142857137,2021-04-22 09:43:00,20210422,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
003043.SZ,华亚智能,10.0,12,1124783.0,5.121591746499633,2021-04-22 09:53:15,20210422,False,False,-10.0,-10.0,-10.0,-2.9867,-1.7682,0.0,-32.9867
601279.SH,英利汽车,10.0,6,80410883.0,9.979209979209989,2021-04-23 09:30:00,20210423,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605086.SH,龙高股份,10.0,5,4648511.0,9.992625368731552,2021-04-23 09:30:00,20210423,True,False,10.0,10.0,-10.0,-10.0,-8.0055,0.0,-8.0055
600696.SH,岩石股份,4.99524263,3,1348050.0,4.995242626070413,2021-04-23 09:30:00,20210423,True,False,-1.4499,-5.0115,-4.8887,0.2545,1.4213,-5.00475737,-6.45465737
605117.SH,德业股份,10.0,3,19500608.0,10.007010164738873,2021-04-23 09:30:00,20210423,True,False,-8.1727,-9.7155,-3.3051,2.0072,-6.9745,0.0,-8.1727
605016.SH,百龙创园,10.0,2,5873110.0,10.017271157167531,2021-04-23 09:30:00,20210423,True,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
605098.SH,行动教育,10.0,2,2905753.0,10.002288853284515,2021-04-23 09:30:00,20210423,True,False,10.0,-10.0,-10.0,-0.5838,5.6848,0.0,-10.5838
003043.SZ,华亚智能,-10.0,13,,7.190710138454665,2021-04-23 09:31:15,20210423,False,True,-10.0,-10.0,-2.9867,-1.7682,0.5304,-20.0,-42.9867
603518.SH,锦泓集团,10.0,3,4422265.0,6.117353308364547,2021-04-23 09:32:00,20210423,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002728.SZ,特一药业,1.09090909,2,,3.490909090909094,2021-04-23 09:34:30,20210423,False,False,-4.2446,-4.5079,-3.3832,-0.4072,1.1447,-8.90909091,-13.15369091
601279.SH,英利汽车,10.0,7,67911960.0,10.018903591682426,2021-04-26 09:30:00,20210426,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605086.SH,龙高股份,10.0,6,3376174.0,9.989943010392237,2021-04-26 09:30:00,20210426,True,False,10.0,-10.0,-10.0,-8.0055,-1.4504,0.0,-18.005499999999998
600696.SH,岩石股份,-1.44993203,4,,4.984141368373364,2021-04-26 09:30:00,20210426,True,False,-5.0115,-4.8887,0.2545,1.4213,-0.1502,-11.44993203,-16.461432029999997
603518.SH,锦泓集团,10.0,4,5023172.0,9.988649262202031,2021-04-26 09:30:00,20210426,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605117.SH,德业股份,-8.17269396,4,,10.004779353194191,2021-04-26 09:30:00,20210426,True,False,-9.7155,-3.3051,2.0072,-6.9745,0.9005,-18.17269396,-27.888193960000002
605016.SH,百龙创园,10.0,3,4348890.0,10.00784929356358,2021-04-26 09:30:00,20210426,True,False,10.0,10.0,-10.0,-10.0,-4.0772,0.0,-4.0772
605098.SH,行动教育,10.0,3,7671776.0,10.008322929671234,2021-04-26 09:30:00,20210426,True,False,-10.0,-10.0,-0.5838,5.6848,-8.8909,0.0,-20.5838
603538.SH,美诺华,10.0,2,4357864.0,10.013495276653176,2021-04-26 09:30:00,20210426,True,False,-4.3425,0.4104,2.1967,9.2227,-10.0,0.0,-4.3425
601127.SH,小康股份,10.0,2,2872049.0,8.00837477100236,2021-04-26 09:33:00,20210426,False,True,3.4975,8.046,-6.2766,10.0,10.0,0.0,3.4975
002997.SZ,瑞鹄模具,10.0,2,4427603.0,5.244906805374949,2021-04-26 09:34:45,20210426,False,False,-5.4374,-10.0,-10.0,-5.9156,-2.023,0.0,-5.4374
002630.SZ,华西能源,4.59016393,2,,7.868852459016401,2021-04-26 10:36:53,20210426,False,False,-10.0,-10.1045,-1.938,-3.5573,4.5082,-5.40983607,-27.452336069999998
601279.SH,英利汽车,10.0,8,61184538.0,9.965635738831615,2021-04-27 09:30:00,20210427,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603518.SH,锦泓集团,10.0,5,6735458.0,10.010319917440667,2021-04-27 09:30:00,20210427,True,False,10.0,10.0,10.0,10.0,,0.0,
605016.SH,百龙创园,10.0,4,5645757.0,9.989297181591143,2021-04-27 09:30:00,20210427,True,False,10.0,-10.0,-10.0,-4.0772,8.0835,0.0,-14.077200000000001
002581.SZ,未名医药,10.0,2,21113500.0,10.034305317324185,2021-04-27 09:30:00,20210427,True,False,10.0,10.0,10.0,6.034,4.9724,0.0,36.034
605086.SH,龙高股份,10.0,7,1127930.0,5.699481865284966,2021-04-27 09:43:02,20210427,False,True,-10.0,-10.0,-8.0055,-1.4504,10.0,0.0,-28.005499999999998
601279.SH,英利汽车,10.0,9,46809336.0,9.999999999999995,2021-04-28 09:30:00,20210428,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603518.SH,锦泓集团,10.0,6,3446439.0,10.0375234521576,2021-04-28 09:30:00,20210428,True,False,10.0,10.0,10.0,,,0.0,
605016.SH,百龙创园,10.0,5,3504798.0,9.990269218293864,2021-04-28 09:30:00,20210428,True,False,-10.0,-10.0,-4.0772,8.0835,-1.861,0.0,-24.0772
002581.SZ,未名医药,10.0,3,14538400.0,9.976617303195631,2021-04-28 09:30:00,20210428,True,False,10.0,10.0,6.034,4.9724,0.8947,0.0,26.034
000908.SZ,景峰医药,10.0,2,20553040.0,6.446280991735547,2021-04-28 09:31:45,20210428,False,True,-6.1562,10.0,-3.6337,-7.089,3.4091,0.0,-6.1562
300966.SZ,共同药业,20.0,2,1702992.0,11.147948611686703,2021-04-28 09:50:45,20210428,False,False,-6.4065,20.0,7.8567,-17.4911,14.3746,10.0,3.5934999999999997
601279.SH,英利汽车,10.0,10,41591318.0,9.94318181818182,2021-04-29 09:30:00,20210429,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603518.SH,锦泓集团,10.0,7,9830948.0,9.974424552429667,2021-04-29 09:30:00,20210429,True,False,10.0,10.0,,,,0.0,
002581.SZ,未名医药,10.0,4,15675600.0,9.992912827781716,2021-04-29 09:30:00,20210429,True,False,10.0,6.034,4.9724,0.8947,-1.1998,0.0,16.034
603088.SH,宁波精达,10.0,2,5306963.0,10.011507479861923,2021-04-29 09:30:00,20210429,True,False,-8.4728,-6.6286,-2.0808,0.375,2.4907,0.0,-8.4728
605089.SH,味知香,10.0,2,17401477.0,10.002212878955529,2021-04-29 09:30:00,20210429,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002433.SZ,太安堂,-1.86915888,2,,5.140186915887845,2021-04-29 09:48:15,20210429,False,True,-10.0,-5.5556,-0.2801,1.6854,-1.3812,-11.86915888,-27.42475888
002269.SZ,美邦服饰,10.0,2,4684440.0,5.351170568561862,2021-04-29 09:57:30,20210429,False,False,-10.0,-5.7432,-6.81,10.0,1.7483,0.0,-15.7432
601279.SH,英利汽车,10.0,11,45501287.0,9.948320413436686,2021-04-30 09:30:00,20210430,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603518.SH,锦泓集团,10.0,8,6052116.0,9.999999999999993,2021-04-30 09:30:00,20210430,True,False,10.0,,,,10.0,0.0,
605089.SH,味知香,10.0,3,17538979.0,9.997988332327497,2021-04-30 09:30:00,20210430,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600702.SH,舍得酒业,5.0,2,3344083.0,4.999999999999998,2021-04-30 09:30:00,20210430,True,False,4.9902,-1.1395,4.9973,4.9978,1.9397,-5.0,-0.009800000000000253
600889.SH,南京化纤,0.35650624,2,,9.982174688057032,2021-04-30 09:30:00,20210430,True,False,10.0,4.8465,10.0,-7.563,-4.0909,-9.64349376,5.20300624
603933.SH,睿能科技,10.0,2,2751156.0,9.892827699917554,2021-04-30 09:30:45,20210430,False,True,1.1994,-6.6667,-2.7778,10.0,10.0,0.0,1.1994
000663.SZ,永安林业,-1.76056338,2,,4.929577464788737,2021-04-30 09:31:15,20210430,False,False,0.3584,3.9286,3.9519,-0.1653,2.649,-11.76056338,-11.402163380000001
002900.SZ,哈三联,10.0,2,4472205.0,9.641873278236915,2021-04-30 09:37:00,20210430,False,False,10.0,-1.1379,10.0,-6.4044,10.0,0.0,8.8621
600684.SH,珠江股份,10.0,2,12485767.0,3.5422343324250654,2021-04-30 09:47:00,20210430,False,False,3.2178,10.0,10.0,-6.1386,-3.5865,0.0,3.2178
000718.SZ,苏宁环球,10.0,2,2677537.0,0.0,2021-04-30 13:09:59,20210430,False,False,2.3392,-10.0,0.0,-4.4444,10.0,0.0,2.3392
002581.SZ,未名医药,10.0,5,2404480.0,2.9639175257732013,2021-04-30 14:31:08,20210430,False,False,6.034,4.9724,0.8947,-1.1998,2.1647,0.0,6.034
601279.SH,英利汽车,10.0,12,37142723.0,9.988249118683898,2021-05-06 09:30:00,20210506,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603518.SH,锦泓集团,10.0,9,1454175.0,10.007047216349543,2021-05-06 09:30:00,20210506,True,False,,,,10.0,-6.2318,0.0,
605089.SH,味知香,10.0,4,5938411.0,10.003657644476954,2021-05-06 09:30:00,20210506,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002900.SZ,哈三联,10.0,3,2726550.0,10.015022533800702,2021-05-06 09:30:00,20210506,True,False,-1.1379,10.0,-6.4044,10.0,2.0325,0.0,-1.1379
001202.SZ,炬申股份,10.0,2,3020501.0,10.000000000000004,2021-05-06 09:30:00,20210506,True,False,10.0,10.0,-10.0,0.9431,-6.3668,0.0,10.9431
000718.SZ,苏宁环球,2.33918129,3,,3.9473684210526385,2021-05-06 09:33:49,20210506,False,True,-10.0,0.0,-4.4444,10.0,10.0,-7.66081871,-17.66081871
600702.SH,舍得酒业,4.99016135,3,,4.667453758362844,2021-05-06 09:53:17,20210506,False,False,-1.1395,4.9973,4.9978,1.9397,-5.0,-5.00983865,-6.14933865
600684.SH,珠江股份,3.21782178,3,,6.435643564356431,2021-05-06 10:08:49,20210506,False,False,10.0,10.0,-6.1386,-3.5865,0.6565,-6.7821782200000005,7.079221779999999
603933.SH,睿能科技,1.1994003,3,,-6.2968515742128925,2021-05-06 11:04:12,20210506,False,False,-6.6667,-2.7778,10.0,10.0,-9.5078,-8.8005997,-15.467299699999998
601279.SH,英利汽车,10.0,13,36954666.0,10.042735042735057,2021-05-07 09:30:00,20210507,True,False,10.0,10.0,10.0,10.0,-9.4164,0.0,30.5836
605089.SH,味知香,10.0,5,7401563.0,10.008312551953455,2021-05-07 09:30:00,20210507,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001202.SZ,炬申股份,10.0,3,7991314.0,10.003803727653109,2021-05-07 09:30:00,20210507,True,False,10.0,-10.0,0.9431,-6.3668,-3.3999,0.0,0.9431
000408.SZ,藏格矿业,4.99219969,2,5277018.0,4.992199687987524,2021-05-07 09:30:00,20210507,True,False,4.9777,,2.8309,1.3765,0.8826,-5.00780031,-0.030100310000000796
605180.SH,华生科技,10.0,2,3485052.0,10.01410437235542,2021-05-07 09:30:00,20210507,True,False,10.0,-10.0,-4.2217,1.271,-3.7383,0.0,-4.2217
605300.SH,佳禾食品,10.0,2,12342432.0,9.988776655443328,2021-05-07 09:30:00,20210507,True,False,10.0,10.0,10.0,2.453,10.0,0.0,32.453
603020.SH,爱普股份,10.0,2,3875489.0,10.008340283569636,2021-05-07 09:30:15,20210507,False,True,10.0,10.0,10.0,3.246,10.0,0.0,33.246
600751.SH,海航科技,2.9535865,2,,10.126582278481003,2021-05-07 09:31:00,20210507,False,False,9.8361,-6.7164,-2.8,1.2346,-0.4065,-7.0464135,2.7896865
002900.SZ,哈三联,-1.13791534,4,,6.05370960400547,2021-05-07 09:34:15,20210507,False,False,10.0,-6.4044,10.0,2.0325,-7.49,-11.13791534,-7.542315339999999
000572.SZ,海马汽车,5.0,2,3046000.0,3.750000000000009,2021-05-07 09:35:00,20210507,False,False,5.0,0.2268,4.9774,4.9569,-2.6694,-5.0,0.0
002176.SZ,江特电机,2.85359801,2,,5.7071960297766635,2021-05-07 09:44:37,20210507,False,False,6.8758,-10.0,4.7679,2.3952,1.5205,-7.14640199,-0.2706019900000003
003040.SZ,楚天龙,10.0,2,1716552.0,3.8439472174412033,2021-05-07 09:51:54,20210507,False,False,10.0,-6.85,-4.9364,0.2141,-1.2821,0.0,3.1500000000000004
601279.SH,英利汽车,10.0,14,12257462.0,9.999999999999995,2021-05-10 09:30:00,20210510,True,False,10.0,10.0,10.0,-9.4164,-8.858,0.0,20.5836
