,股票简称,昨首停,昨收,前连板,昨封单,昨开,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg
002383.SZ,合众思壮,2021-03-31 09:31:00,-0.63391442,2,,4.278922345483367,20210331,False,False,-3.5088,-2.8099,-1.7007,1.0381,9.9315
002162.SZ,悦心健康,2021-03-31 09:33:30,-0.19083969,2,,0.9541984732824393,20210331,False,False,9.9426,10.087,1.2638,3.9002,-1.0511
002893.SZ,华通热力,2021-03-31 09:41:30,10.04149378,2,1219466.0,0.24896265560165443,20210331,False,False,-9.5777,-10.0083,5.5607,2.8973,-0.0853
600578.SH,京能电力,2021-03-31 09:53:45,10.07556675,2,,5.79345088161209,20210331,False,False,-6.1785,-7.3171,-0.2632,0.7916,-6.8063
003039.SZ,顺控发展,2021-03-31 09:56:30,9.99742334,17,1592726.0,2.190157175985556,20210331,False,False,10.0023,10.0085,10.0077,,
002658.SZ,雪迪龙,2021-03-31 10:34:54,9.97586484,4,5182628.0,0.08045052292839733,20210331,False,False,-10.0219,-10.0,1.4453,1.7809,-9.9738
002269.SZ,美邦服饰,2021-03-31 14:56:07,9.87124464,4,32898238.0,0.0,20210331,False,False,10.1563,9.9291,10.0,9.9707,-0.5333
003040.SZ,楚天龙,2021-04-01 09:30:00,10.01540832,8,60656530.0,10.015408320493057,20210401,True,False,10.014,9.9936,10.0116,9.9947,9.9952
603759.SH,海天股份,2021-04-01 09:30:00,10.00931099,4,18880614.0,10.00931098696461,20210401,True,False,9.9873,10.0038,10.0035,10.0159,10.0
000151.SZ,中成股份,2021-04-01 09:30:00,10.03102378,3,950203.0,10.031023784901764,20210401,True,False,-9.4925,-6.7497,-0.8909,-7.4157,-0.2427
603988.SH,中电电机,2021-04-01 09:30:00,9.99397953,3,7093539.0,9.993979530403372,20210401,True,False,10.0164,10.0,9.9955,-9.9918,-9.4564
003001.SZ,中岩大地,2021-04-01 09:30:00,9.99213218,2,2325863.0,9.992132179386298,20210401,True,False,9.9905,9.9935,9.9921,8.941,-10.0
003036.SZ,泰坦股份,2021-04-01 09:30:15,10.02017485,2,5576059.0,9.952925353059868,20210401,False,True,10.0244,10.0,10.0,10.0092,10.0167
600540.SH,新赛股份,2021-04-01 09:31:00,6.43889619,5,,9.986859395532178,20210401,False,False,-9.1358,-7.2011,2.0498,-10.043,-2.2329
002210.SZ,飞马国际,2021-04-01 09:35:15,5.01672241,2,2105000.0,0.3344481605351099,20210401,False,False,-5.0955,1.6779,4.9505,-1.8868,0.3205
002269.SZ,美邦服饰,2021-04-01 09:36:45,10.15625,5,30848800.0,0.0,20210401,False,False,9.9291,10.0,9.9707,-0.5333,-7.2386
003039.SZ,顺控发展,2021-04-01 09:40:30,10.00234247,18,1292573.0,7.285078472710236,20210401,False,False,10.0085,10.0077,,,
605055.SH,迎丰股份,2021-04-01 09:42:15,-3.98162328,5,,3.3690658499234263,20210401,False,False,1.3557,-9.9921,5.9441,3.8779,1.4297
600509.SH,天富能源,2021-04-01 10:05:00,0.14044944,2,,2.8089887640449462,20210401,False,False,9.9579,9.949,-1.8561,-10.0473,-8.41
000065.SZ,北方国际,2021-04-01 10:37:01,10.0422833,3,6279706.0,-1.6913319238900648,20210401,False,False,7.9731,-2.9359,-1.0082,-9.9074,-4.9332
603080.SH,新疆火炬,2021-04-01 13:32:33,2.82902829,4,,-9.594095940959424,20210401,False,False,9.988,-10.0054,-0.9668,-5.9182,-0.9079
003040.SZ,楚天龙,2021-04-02 09:30:00,10.0140056,9,52924996.0,10.014005602240907,20210402,True,False,9.9936,10.0116,9.9947,9.9952,10.0
603759.SH,海天股份,2021-04-02 09:30:00,9.98730427,5,11470929.0,9.987304274227675,20210402,True,False,10.0038,10.0035,10.0159,10.0,10.0105
603988.SH,中电电机,2021-04-02 09:30:00,10.01642036,4,10154206.0,10.016420361247958,20210402,True,False,10.0,9.9955,-9.9918,-9.4564,-0.4541
003036.SZ,泰坦股份,2021-04-02 09:30:00,10.02444988,3,2614495.0,10.024449877750616,20210402,True,False,10.0,10.0,10.0092,10.0167,-10.0152
001896.SZ,豫能控股,2021-04-02 09:30:00,9.97409326,2,23573814.0,9.97409326424871,20210402,True,False,10.0118,9.9572,-9.5424,10.0108,9.9804
000065.SZ,北方国际,2021-04-02 09:30:15,7.97310279,4,,8.837656099903938,20210402,False,True,-2.9359,-1.0082,-9.9074,-4.9332,0.4324
002269.SZ,美邦服饰,2021-04-02 09:30:45,9.92907801,6,23955500.0,6.3829787234042605,20210402,False,False,10.0,9.9707,-0.5333,-7.2386,4.6243
605208.SH,永茂泰,2021-04-02 09:32:15,9.99240122,2,2163271.0,6.003039513677805,20210402,False,False,10.0173,10.0157,-9.9886,-8.9093,2.6105
003039.SZ,顺控发展,2021-04-02 09:49:01,10.00851789,19,1954525.0,7.921635434412263,20210402,False,False,10.0077,,,,
002992.SZ,宝明科技,2021-04-02 09:52:16,9.98645904,2,1481456.0,-5.856465809072446,20210402,False,False,-7.5716,-3.663,-7.57,-0.6358,-2.9733
002542.SZ,中化岩土,2021-04-02 09:53:31,10.09174312,2,6997300.0,-2.140672782874613,20210402,False,False,10.0,-0.2525,-9.8734,5.0562,-6.9519
002289.SZ,宇顺电子,2021-04-02 11:19:56,4.94417863,2,462700.0,2.711323763955356,20210402,False,False,5.0152,-3.7627,-3.1579,4.9689,0.5917
003001.SZ,中岩大地,2021-04-02 14:06:27,9.99046257,3,141500.0,-2.2412970910824934,20210402,False,False,9.9935,9.9921,8.941,-10.0,-9.9963
