,股票简称,昨收,前连板,昨开,昨首停,昨封单,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
000408.SZ,藏格矿业,5.0,3,4.6666666666666705,2020-06-03 09:31:30,2196600.0,20200603,False,False,5.0794,-4.9849,-4.9285,3.5117,-4.685,-5.0,0.07939999999999969
600185.SH,格力地产,10.0,7,3.581800580832519,2020-06-03 09:32:00,23773222.0,20200603,False,False,0.9683,-1.3078,3.2686,2.2241,-3.7657,0.0,0.9683
600865.SH,百大集团,10.0,2,4.979811574697176,2020-06-03 09:36:45,350466.0,20200603,False,False,10.0,-10.0,-10.0,-3.2967,-2.2727,0.0,-13.2967
603301.SH,振德医疗,10.0,2,10.006202191440984,2020-06-03 09:50:00,1590191.0,20200603,False,False,4.6232,-0.8443,-2.4029,-3.6668,5.4105,0.0,4.6232
002103.SZ,广博股份,10.0,4,-0.8498583569405044,2020-06-03 10:12:30,9194701.0,20200603,False,False,10.0,-10.0,-10.0,2.3088,-9.732,0.0,-7.6912
000612.SZ,焦作万方,10.0,3,-4.752851711026616,2020-06-03 13:37:01,2940640.0,20200603,False,False,-3.9724,5.3957,-10.0,1.1385,-6.0038,0.0,-3.9724
603392.SH,万泰生物,10.0,23,9.997076878105823,2020-06-04 09:30:00,20510481.0,20200604,True,False,10.0,10.0,6.1493,-8.2345,4.9902,0.0,26.1493
002986.SZ,宇新股份,-1.37332281,2,10.007892659826355,2020-06-04 09:30:00,,20200604,True,False,-4.6095,-6.9128,-0.9373,-3.5662,3.8491,-11.37332281,-15.982822809999998
002176.SZ,江特电机,5.22875817,2,5.228758169934645,2020-06-04 09:30:00,11286571.0,20200604,True,False,4.9689,-4.7337,1.8634,-4.878,-1.2821,-4.77124183,0.19765816999999952
603277.SH,银都股份,10.0,3,9.966216216216214,2020-06-04 09:30:00,8572237.0,20200604,True,False,10.0,-10.0,-10.0,6.7241,7.4313,0.0,-3.2759
300426.SZ,唐德影视,10.0,2,10.03289473684211,2020-06-04 09:30:00,15859800.0,20200604,True,False,10.0,-6.25,-6.5217,-2.6357,-2.707,0.0,10.0
600415.SH,小商品城,10.0,3,10.0,2020-06-04 09:30:00,116111278.0,20200604,True,False,10.0,2.1544,-8.4359,-2.6871,1.9724,0.0,12.154399999999999
600828.SH,茂业商业,10.1010101,3,10.1010101010101,2020-06-04 09:30:00,9318641.0,20200604,True,False,-7.7064,-10.0,-3.3113,5.0228,0.0,0.10101009999999988,-7.6053899000000005
000408.SZ,藏格矿业,5.07936508,4,5.079365079365084,2020-06-04 09:30:00,3608210.0,20200604,True,False,-4.9849,-4.9285,3.5117,-4.685,-1.0169,-4.92063492,-9.905534920000001
605168.SH,三人行,10.0,5,10.000000000000012,2020-06-04 09:30:00,2107096.0,20200604,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
300836.SZ,佰奥智能,10.0,5,9.998316781686581,2020-06-04 09:30:00,1099600.0,20200604,True,False,6.4575,-4.0678,2.3075,2.7827,-0.7979,0.0,6.4575
300835.SZ,龙磁科技,10.0,8,9.994655264564404,2020-06-04 09:30:00,5187775.0,20200604,True,False,10.0,10.0,10.0,-10.0,-3.7999,0.0,10.0
002187.SZ,广百股份,10.0,4,9.96409335727109,2020-06-04 09:30:00,11092801.0,20200604,True,False,6.8571,,,,,0.0,6.8571
000659.SZ,珠海中富,10.0,2,10.000000000000009,2020-06-04 09:30:15,2055250.0,20200604,False,True,-9.8485,-6.7227,2.2523,-2.6432,-2.2624,0.0,-9.8485
002344.SZ,海宁皮城,10.0,2,3.441295546558703,2020-06-04 09:35:00,3816800.0,20200604,False,False,-9.0239,-8.7045,-1.1086,0.0,-1.3514,0.0,-9.0239
000536.SZ,华映科技,5.12820513,2,1.9230769230769247,2020-06-04 09:36:15,7251998.0,20200604,False,False,4.878,-5.2326,-4.908,5.1613,-1.8405,-4.87179487,0.00620512999999967
600354.SH,敦煌种业,4.96613995,2,2.2573363431151363,2020-06-04 10:57:30,1350898.0,20200604,False,False,-1.0753,4.7826,-1.4523,-2.5263,-0.6479,-5.03386005,-6.10916005
002103.SZ,广博股份,10.0,5,1.6731016731016832,2020-06-04 11:00:00,12647470.0,20200604,False,False,-10.0,-10.0,2.3088,-9.732,0.7813,0.0,-17.6912
600865.SH,百大集团,10.0,3,-2.692778457772335,2020-06-04 14:53:12,370475.0,20200604,False,False,-10.0,-10.0,-3.2967,-2.2727,1.1628,0.0,-23.2967
603392.SH,万泰生物,10.0,24,10.000885818052978,2020-06-05 09:30:00,15630505.0,20200605,True,False,10.0,6.1493,-8.2345,4.9902,10.0,0.0,16.1493
600918.SH,中泰证券,10.0,2,9.942363112391922,2020-06-05 09:30:00,72466815.0,20200605,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002176.SZ,江特电机,4.9689441,3,4.968944099378873,2020-06-05 09:30:00,10278962.0,20200605,True,False,-4.7337,1.8634,-4.878,-1.2821,0.0,-5.0310559,-9.7647559
603277.SH,银都股份,10.0,4,9.984639016897086,2020-06-05 09:30:00,3653830.0,20200605,True,False,-10.0,-10.0,6.7241,7.4313,-0.5263,0.0,-13.2759
600415.SH,小商品城,10.0,4,10.079051383399225,2020-06-05 09:30:00,111627512.0,20200605,True,False,2.1544,-8.4359,-2.6871,1.9724,5.6093,0.0,2.1544
300426.SZ,唐德影视,10.0,3,10.014947683109117,2020-06-05 09:30:00,14179850.0,20200605,True,False,-6.25,-6.5217,-2.6357,-2.707,-1.1457,0.0,-6.25
000408.SZ,藏格矿业,-4.98489426,5,4.9848942598187325,2020-06-05 09:30:00,,20200605,True,False,-4.9285,3.5117,-4.685,-1.0169,-2.911,-14.98489426,-19.91339426
605168.SH,三人行,10.0,6,10.001422677478995,2020-06-05 09:30:00,2001942.0,20200605,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
300836.SZ,佰奥智能,6.45753634,6,10.007651109410876,2020-06-05 09:30:00,,20200605,True,False,-4.0678,2.3075,2.7827,-0.7979,5.7886,-3.54246366,-7.61026366
300835.SZ,龙磁科技,10.0,9,9.993521218011004,2020-06-05 09:30:00,5470138.0,20200605,True,False,10.0,10.0,-10.0,-3.7999,-0.6044,0.0,10.0
600679.SH,上海凤凰,10.0,2,9.978308026030374,2020-06-05 09:30:15,1141500.0,20200605,False,True,-10.0,-5.6245,-4.4118,0.081,-1.4563,0.0,-15.624500000000001
002187.SZ,广百股份,6.85714286,5,9.959183673469392,2020-06-05 09:30:30,,20200605,False,False,,,,,,-3.1428571400000003,
002263.SZ,大东南,-5.01792115,2,7.526881720430106,2020-06-05 09:31:00,,20200605,False,False,-0.3774,-6.8182,-2.0325,0.8299,-2.8807,-15.01792115,-15.39532115
000536.SZ,华映科技,4.87804878,3,3.658536585365857,2020-06-05 09:31:45,6169869.0,20200605,False,False,-5.2326,-4.908,5.1613,-1.8405,-1.25,-5.12195122,-10.35455122
600354.SH,敦煌种业,-1.07526882,3,2.36559139784945,2020-06-05 09:33:15,,20200605,False,False,4.7826,-1.4523,-2.5263,-0.6479,-0.4348,-11.07526882,-6.292668819999999
300242.SZ,佳云科技,10.0,2,5.363984674329501,2020-06-05 09:33:15,6375523.0,20200605,False,False,-1.8583,7.1006,-10.0,-6.7485,-3.1579,0.0,-1.8583
600119.SH,长江投资,-4.47761194,2,2.3880597014925393,2020-06-05 09:44:15,,20200605,False,False,5.0,3.5714,0.1437,2.5825,3.2168,-14.47761194,-9.47761194
002256.SZ,兆新股份,5.20833333,2,4.1666666666666705,2020-06-05 09:47:00,10502588.0,20200605,False,False,1.9802,-4.8544,2.0408,-4.0,-2.0833,-4.79166667,-2.8114666699999997
601127.SH,小康股份,10.0,2,0.0,2020-06-05 09:53:15,5162418.0,20200605,False,False,-10.0,-10.0,-3.4483,2.567,-2.3939,0.0,-23.4483
300816.SZ,艾可蓝,10.0,2,4.233947870311504,2020-06-05 11:13:32,271617.0,20200605,False,False,-0.1965,1.795,-6.5984,4.7625,7.3131,0.0,-0.1965
000721.SZ,西安饮食,10.0,2,2.4667931688804705,2020-06-05 13:32:02,7984000.0,20200605,False,False,-4.1379,10.0,-10.0,-3.0853,-1.8727,0.0,-4.1379
603392.SH,万泰生物,10.0,25,10.001610565308411,2020-06-08 09:30:00,9221652.0,20200608,True,False,6.1493,-8.2345,4.9902,10.0,10.0,0.0,6.1493
300835.SZ,龙磁科技,10.0,10,9.998527462818446,2020-06-08 09:30:00,2316929.0,20200608,True,False,10.0,-10.0,-3.7999,-0.6044,0.8485,0.0,10.0
605168.SH,三人行,10.0,7,9.997413347128822,2020-06-08 09:30:00,2662484.0,20200608,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600918.SH,中泰证券,10.0,3,9.960681520314557,2020-06-08 09:30:00,68857498.0,20200608,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
000595.SZ,宝塔实业,5.26315789,2,5.263157894736846,2020-06-08 09:30:00,7860784.0,20200608,True,False,5.0,-4.7619,-2.2222,-2.2727,-0.5814,-4.73684211,0.26315788999999956
300375.SZ,鹏翎股份,-2.06422018,2,10.091743119266043,2020-06-08 09:30:00,,20200608,True,False,-9.3677,-3.3592,1.3369,-0.7916,-3.4574,-12.06422018,-21.43192018
603353.SH,和顺石油,10.0,2,9.997326917936388,2020-06-08 09:30:00,4310591.0,20200608,True,False,10.0,0.6185,-0.7903,0.2434,-0.574,0.0,10.618500000000001
603906.SH,龙蟠科技,10.0,2,9.983221476510062,2020-06-08 09:30:00,6765249.0,20200608,True,False,8.3143,-4.1549,2.7186,10.0,-3.251,0.0,8.3143
600960.SH,渤海汽车,1.56657963,2,4.960835509138368,2020-06-08 09:31:45,,20200608,False,True,-10.0,-3.7143,-0.5935,-0.2985,-2.3952,-8.43342037,-22.147720370000002
000504.SZ,南华生物,5.00582072,2,4.074505238649588,2020-06-08 09:45:56,753970.0,20200608,False,False,4.9889,4.963,,-5.0302,-4.9788,-4.99417928,-0.005279279999999886
300835.SZ,龙磁科技,10.0,11,9.999999999999998,2020-06-09 09:30:00,5540750.0,20200609,True,False,-10.0,-3.7999,-0.6044,0.8485,3.0711,0.0,-10.0
605168.SH,三人行,10.0,8,10.00000000000001,2020-06-09 09:30:00,2217500.0,20200609,True,False,10.0,10.0,10.0,10.0,2.8327,0.0,42.8327
600918.SH,中泰证券,10.0,4,10.011918951132298,2020-06-09 09:30:00,76959447.0,20200609,True,False,10.0,10.0,10.0,10.0,5.3994,0.0,45.3994
000595.SZ,宝塔实业,5.0,3,4.999999999999992,2020-06-09 09:30:00,8559892.0,20200609,True,False,-4.7619,-2.2222,-2.2727,-0.5814,-0.5848,-5.0,-9.7619
603353.SH,和顺石油,10.0,3,10.012150668286766,2020-06-09 09:30:00,1364797.0,20200609,True,False,0.6185,-0.7903,0.2434,-0.574,3.9076,0.0,0.6185
300837.SZ,浙矿股份,10.0,2,9.989220265900112,2020-06-09 09:30:00,3190384.0,20200609,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
600238.SH,海南椰岛,5.06822612,2,5.0682261208576955,2020-06-09 09:30:00,3427400.0,20200609,True,False,,,,,,-4.93177388,
601827.SH,三峰环境,10.0,2,9.963099630996311,2020-06-09 09:30:00,11165286.0,20200609,True,False,-5.5369,-4.2629,0.5566,-5.2583,0.0974,0.0,-5.5369
300343.SZ,联创股份,10.11235955,2,5.6179775280898845,2020-06-09 09:30:30,22092897.0,20200609,False,True,-8.8435,-7.0896,-0.4016,-1.2097,0.0,0.11235955000000075,-8.73114045
000504.SZ,南华生物,4.98891353,3,3.8802660753880227,2020-06-09 09:31:30,912100.0,20200609,False,False,4.963,,-5.0302,-4.9788,5.0167,-5.01108647,-0.048086470000000325
603906.SH,龙蟠科技,8.31426392,3,6.63615560640733,2020-06-09 14:30:56,,20200609,False,False,-4.1549,2.7186,10.0,-3.251,3.4946,-1.6857360799999999,-5.8406360799999995
300835.SZ,龙磁科技,-10.0,12,10.003650967506388,2020-06-10 09:30:00,,20200610,True,False,-3.7999,-0.6044,0.8485,3.0711,-7.1837,-20.0,-23.7999
605168.SH,三人行,10.0,9,9.999465555021098,2020-06-10 09:30:00,718197.0,20200610,True,False,10.0,10.0,10.0,2.8327,1.8779,0.0,32.8327
600918.SH,中泰证券,10.0,5,9.967497291440953,2020-06-10 09:30:00,75543435.0,20200610,True,False,10.0,10.0,10.0,5.3994,-1.193,0.0,35.3994
000504.SZ,南华生物,4.96304118,4,4.963041182682142,2020-06-10 09:30:00,1232599.0,20200610,True,False,,-5.0302,-4.9788,5.0167,2.4416,-5.03695882,
000595.SZ,宝塔实业,-4.76190476,4,4.761904761904766,2020-06-10 09:30:00,,20200610,True,False,-2.2222,-2.2727,-0.5814,-0.5848,0.5882,-14.76190476,-16.98410476
300837.SZ,浙矿股份,10.0,3,9.996733093760216,2020-06-10 09:30:00,3511815.0,20200610,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
000668.SZ,荣丰控股,10.0,2,10.00000000000001,2020-06-10 09:30:00,11529097.0,20200610,True,False,10.0,10.0,-5.0832,-1.1848,-3.1175,0.0,14.9168
300063.SZ,天龙集团,4.64135021,2,9.985935302390999,2020-06-10 09:30:00,,20200610,True,False,5.2419,-6.0026,3.2609,6.5789,0.6173,-5.35864979,-0.11674979000000008
300838.SZ,浙江力诺,10.0,2,10.017574692442887,2020-06-10 09:30:00,4376650.0,20200610,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
002612.SZ,朗姿股份,10.0,2,8.829365079365084,2020-06-10 09:31:00,2359600.0,20200610,False,True,10.0,5.5738,-10.0,-6.9888,0.7421,0.0,15.5738
600860.SH,京城股份,-4.50928382,2,1.0610079575596827,2020-06-10 09:32:45,,20200610,False,False,5.0,5.0265,-0.5038,2.5316,4.9383,-14.50928382,-9.50928382
002425.SZ,凯撒文化,4.43896424,2,4.808877928483361,2020-06-10 10:36:00,,20200610,False,False,10.0,10.0,10.0,10.0,10.0,-5.56103576,44.438964240000004
600918.SH,中泰证券,10.0,6,10.049261083743838,2020-06-11 09:30:00,74261907.0,20200611,True,False,10.0,10.0,5.3994,-1.193,-0.7102,0.0,25.3994
300837.SZ,浙矿股份,10.0,4,10.008910008910002,2020-06-11 09:30:00,1818669.0,20200611,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,10.0
000668.SZ,荣丰控股,10.0,3,10.016330974414807,2020-06-11 09:30:00,6918700.0,20200611,True,False,10.0,-5.0832,-1.1848,-3.1175,-6.9307,0.0,4.9168
300838.SZ,浙江力诺,10.0,3,10.010649627263039,2020-06-11 09:30:00,4244057.0,20200611,True,False,10.0,10.0,10.0,10.0,-5.6198,0.0,10.0
002612.SZ,朗姿股份,10.0,3,7.935076645626698,2020-06-11 09:30:15,6747000.0,20200611,False,True,5.5738,-10.0,-6.9888,0.7421,-6.9982,0.0,5.5738
600859.SH,王府井,10.0,2,4.581673306772904,2020-06-11 09:40:31,4687616.0,20200611,False,False,10.0,10.0,5.6637,-1.5348,-5.036,0.0,25.6637
605168.SH,三人行,10.0,10,2.030900787095524,2020-06-11 09:53:16,432800.0,20200611,False,False,10.0,10.0,2.8327,1.8779,-9.3383,0.0,22.8327
600827.SH,百联股份,6.62373505,2,0.0,2020-06-11 11:28:46,,20200611,False,False,-2.4159,6.8081,0.745,10.0,10.0,-3.3762649500000004,-5.79216495
605168.SH,三人行,10.0,11,9.999999999999993,2020-06-12 09:30:00,745900.0,20200612,True,False,10.0,2.8327,1.8779,-9.3383,2.6173,0.0,12.832699999999999
600918.SH,中泰证券,10.0,7,10.026857654431506,2020-06-12 09:30:00,56422823.0,20200612,True,False,10.0,5.3994,-1.193,-0.7102,0.8584,0.0,15.3994
300837.SZ,浙矿股份,10.0,5,9.989200863930893,2020-06-12 09:30:00,3946297.0,20200612,True,False,10.0,10.0,10.0,-10.0,-8.8934,0.0,10.0
000668.SZ,荣丰控股,10.0,4,9.995051954477978,2020-06-12 09:30:00,5976737.0,20200612,True,False,-5.0832,-1.1848,-3.1175,-6.9307,-1.4362,0.0,-5.0832
300838.SZ,浙江力诺,10.0,4,10.019361084220717,2020-06-12 09:30:00,2572128.0,20200612,True,False,10.0,10.0,10.0,-5.6198,-6.5499,0.0,10.0
002989.SZ,中天精装,10.0,2,9.98970133882594,2020-06-12 09:30:00,3199984.0,20200612,True,False,10.0,10.0,10.0,1.9346,7.5742,0.0,31.9346
603439.SH,贵州三力,10.0,2,0.8965929468021433,2020-06-12 09:39:15,1591627.0,20200612,False,True,10.0,-4.3714,10.0,-10.0,-7.8789,0.0,5.6286
600859.SH,王府井,10.0,3,7.032900694234827,2020-06-12 09:51:45,4055137.0,20200612,False,False,10.0,5.6637,-1.5348,-5.036,-4.1919,0.0,15.6637
000793.SZ,华闻集团,10.0,2,0.7299270072992544,2020-06-12 10:16:45,12641713.0,20200612,False,False,1.5487,10.0,-6.3366,-8.2452,3.2258,0.0,1.5487
605168.SH,三人行,10.0,12,9.998393832316095,2020-06-15 09:30:00,219300.0,20200615,True,False,2.8327,1.8779,-9.3383,2.6173,3.7566,0.0,2.8327
600918.SH,中泰证券,10.0,8,10.008136696501225,2020-06-15 09:30:00,44394994.0,20200615,True,False,5.3994,-1.193,-0.7102,0.8584,1.773,0.0,5.3994
300837.SZ,浙矿股份,10.0,6,9.990181639666176,2020-06-15 09:30:00,6936658.0,20200615,True,False,10.0,10.0,-10.0,-8.8934,-0.5398,0.0,10.0
300838.SZ,浙江力诺,10.0,5,9.98680158380994,2020-06-15 09:30:00,3171805.0,20200615,True,False,10.0,10.0,-5.6198,-6.5499,-5.7346,0.0,10.0
002989.SZ,中天精装,10.0,3,9.995318352059932,2020-06-15 09:30:00,1878128.0,20200615,True,False,10.0,10.0,1.9346,7.5742,-5.0521,0.0,21.9346
002425.SZ,凯撒文化,10.0,2,10.048780487804873,2020-06-15 09:30:00,37252258.0,20200615,True,False,10.0,10.0,10.0,10.0,3.3898,0.0,43.3898
300485.SZ,赛升药业,10.0,2,10.004547521600742,2020-06-15 09:30:00,8655549.0,20200615,True,False,10.0,-4.8854,-6.7562,-4.5763,2.7531,0.0,10.0
000668.SZ,荣丰控股,-5.08322087,5,4.49842555105713,2020-06-15 09:30:30,,20200615,False,True,-1.1848,-3.1175,-6.9307,-1.4362,0.4857,-15.08322087,-16.26802087
603439.SH,贵州三力,10.0,3,7.579462102689483,2020-06-15 09:31:30,1079902.0,20200615,False,False,-4.3714,10.0,-10.0,-7.8789,-1.7276,0.0,-4.3714
600859.SH,王府井,10.0,4,6.201975850713516,2020-06-15 09:37:00,2009434.0,20200615,False,False,5.6637,-1.5348,-5.036,-4.1919,5.4296,0.0,5.6637
000793.SZ,华闻集团,1.54867257,3,3.982300884955766,2020-06-15 09:38:15,,20200615,False,False,10.0,-6.3366,-8.2452,3.2258,-7.1429,-8.45132743,-4.787927429999999
300246.SZ,宝莱特,10.0,2,9.789702683103709,2020-06-15 10:16:30,1252091.0,20200615,False,False,10.0,10.0,-9.1801,0.3299,1.5546,0.0,10.0
300043.SZ,星辉娱乐,-0.63157895,2,9.052631578947363,2020-06-15 10:27:00,,20200615,False,False,-2.5424,-4.5652,-2.5057,-3.972,-2.1898,-10.63157895,-13.17397895
002208.SZ,合肥城建,1.11876076,2,2.8399311531841662,2020-06-15 13:09:18,,20200615,False,False,5.5319,-7.6613,-8.1223,7.0342,-7.016,-8.88123924,-3.349339239999999
300837.SZ,浙矿股份,10.0,7,9.997768355277831,2020-06-16 09:30:00,3024785.0,20200616,True,False,10.0,-10.0,-8.8934,-0.5398,-3.3017,0.0,10.0
300838.SZ,浙江力诺,10.0,6,10.0,2020-06-16 09:30:00,2131113.0,20200616,True,False,10.0,-5.6198,-6.5499,-5.7346,0.3579,0.0,10.0
002425.SZ,凯撒文化,10.0,3,10.01773049645391,2020-06-16 09:30:00,51250240.0,20200616,True,False,10.0,10.0,10.0,3.3898,-2.5761,0.0,33.3898
300729.SZ,乐歌股份,10.0,2,9.991386735572794,2020-06-16 09:30:00,4116938.0,20200616,True,False,10.0,10.0,4.6602,0.907,-1.2053,0.0,10.0
600243.SH,青海华鼎,-1.06761566,2,4.982206405693955,2020-06-16 09:30:00,,20200616,True,False,5.036,-0.6849,-4.8276,-2.8986,0.3731,-11.06761566,-6.03161566
002989.SZ,中天精装,10.0,4,9.789316875931052,2020-06-16 09:51:45,1672030.0,20200616,False,True,10.0,1.9346,7.5742,-5.0521,-6.2669,0.0,11.9346
300246.SZ,宝莱特,10.0,3,3.8562953197099596,2020-06-16 10:18:45,1301168.0,20200616,False,False,10.0,-9.1801,0.3299,1.5546,-5.0927,0.0,10.0
300677.SZ,英科医疗,10.0,2,0.10005002501250056,2020-06-16 10:28:30,128900.0,20200616,False,False,5.5025,-9.8276,7.0746,1.9018,1.9452,0.0,5.5025
300485.SZ,赛升药业,10.0,3,7.317073170731705,2020-06-16 14:39:08,1459300.0,20200616,False,False,-4.8854,-6.7562,-4.5763,2.7531,-5.1426,0.0,-4.8854
300837.SZ,浙矿股份,10.0,8,10.002028809089065,2020-06-17 09:30:00,5306090.0,20200617,True,False,-10.0,-8.8934,-0.5398,-3.3017,10.0,0.0,-10.0
300838.SZ,浙江力诺,10.0,7,10.0,2020-06-17 09:30:00,4873858.0,20200617,True,False,-5.6198,-6.5499,-5.7346,0.3579,5.2298,0.0,-5.6198
002989.SZ,中天精装,10.0,5,10.001934610176054,2020-06-17 09:30:00,2269718.0,20200617,True,False,1.9346,7.5742,-5.0521,-6.2669,-2.1445,0.0,1.9346
002425.SZ,凯撒文化,10.0,4,9.991941982272364,2020-06-17 09:30:00,60619826.0,20200617,True,False,10.0,10.0,3.3898,-2.5761,1.6226,0.0,23.3898
300729.SZ,乐歌股份,10.0,3,9.997389715478983,2020-06-17 09:30:00,885638.0,20200617,True,False,10.0,4.6602,0.907,-1.2053,3.9909,0.0,10.0
600824.SH,益民集团,10.0,2,10.070257611241232,2020-06-17 09:30:00,17857780.0,20200617,True,False,10.0,-10.0,-9.2473,-0.7109,-4.7733,0.0,-9.2473
603608.SH,天创时尚,10.0,2,10.018552875695734,2020-06-17 09:30:00,13589000.0,20200617,True,False,3.7099,10.0,1.2565,-10.0,-10.0,0.0,3.7099
300246.SZ,宝莱特,10.0,4,9.649385675756685,2020-06-17 09:30:15,2292320.0,20200617,False,True,-9.1801,0.3299,1.5546,-5.0927,-2.3573,0.0,-9.1801
603825.SH,华扬联众,10.0,2,4.511512134411957,2020-06-17 09:33:45,1509929.0,20200617,False,False,-2.3762,1.4199,-7.4286,-1.9136,-3.3619,0.0,-2.3762
002256.SZ,兆新股份,4.80769231,2,2.8846153846153872,2020-06-17 09:37:30,9358960.0,20200617,False,False,0.9174,3.6364,4.386,-1.6807,-2.5641,-5.19230769,-4.27490769
300494.SZ,盛天网络,10.0,2,8.120649651972158,2020-06-17 09:41:00,2053070.0,20200617,False,False,-6.7904,4.1629,2.5195,-2.5847,10.0,0.0,-6.7904
002331.SZ,皖通科技,1.43180106,2,9.269027882441602,2020-06-17 09:42:15,,20200617,False,False,-10.0,0.1652,0.0,-2.1434,-2.6116,-8.56819894,-18.402998940000003
300837.SZ,浙矿股份,-10.0,9,9.996311324234604,2020-06-18 09:30:00,,20200618,True,False,-8.8934,-0.5398,-3.3017,10.0,-2.9762,-20.0,-28.8934
300838.SZ,浙江力诺,-5.61983471,8,10.016528925619838,2020-06-18 09:30:00,,20200618,True,False,-6.5499,-5.7346,0.3579,5.2298,-6.7018,-15.61983471,-22.16973471
002425.SZ,凯撒文化,10.0,5,10.03663003663003,2020-06-18 09:30:00,62474680.0,20200618,True,False,10.0,3.3898,-2.5761,1.6226,-0.3548,0.0,13.389800000000001
600824.SH,益民集团,10.0,3,9.999999999999993,2020-06-18 09:30:00,10771971.0,20200618,True,False,-10.0,-9.2473,-0.7109,-4.7733,-0.7519,0.0,-19.2473
603608.SH,天创时尚,3.70994941,3,10.0337268128162,2020-06-18 09:30:00,,20200618,True,False,10.0,1.2565,-10.0,-10.0,-5.1351,-6.29005059,4.96644941
300841.SZ,康华生物,10.0,2,10.003588731383461,2020-06-18 09:30:00,4282608.0,20200618,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
600211.SH,西藏药业,-1.24186872,2,9.994086339444122,2020-06-18 09:30:00,,20200618,True,False,-5.4641,-1.4252,-1.1084,-6.2865,0.416,-11.24186872,-16.70596872
601005.SH,重庆钢铁,10.12658228,2,10.126582278481008,2020-06-18 09:30:00,46397300.0,20200618,True,False,-2.8736,-6.5089,-3.1646,1.3072,-3.2258,0.12658227999999916,-2.747017720000001
300729.SZ,乐歌股份,10.0,4,4.888467014712867,2020-06-18 09:31:15,578406.0,20200618,False,True,4.6602,0.907,-1.2053,3.9909,3.4003,0.0,4.6602
002256.SZ,兆新股份,0.91743119,3,2.7522935779816535,2020-06-18 09:31:15,,20200618,False,False,3.6364,4.386,-1.6807,-2.5641,2.6316,-9.08256881,-5.44616881
600193.SH,创兴资源,5.05050505,2,3.434343434343433,2020-06-18 09:31:45,1246409.0,20200618,False,False,5.0,4.9451,-5.0611,-4.9632,2.7079,-4.94949495,0.05050504999999994
603825.SH,华扬联众,-2.37623762,3,4.667609618104663,2020-06-18 09:35:45,,20200618,False,False,1.4199,-7.4286,-1.9136,-3.3619,1.2143,-12.37623762,-10.95633762
600282.SH,南钢股份,4.18994413,2,1.117318435754191,2020-06-18 10:07:45,,20200618,False,False,-2.4129,-1.0989,-2.7778,-3.4286,-4.4379,-5.81005587,-8.22295587
300841.SZ,康华生物,10.0,3,9.999184405839658,2020-06-19 09:30:00,3636900.0,20200619,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
600193.SH,创兴资源,5.0,3,4.999999999999996,2020-06-19 09:30:00,1763134.0,20200619,True,False,4.9451,-5.0611,-4.9632,2.7079,-5.0847,-5.0,-0.05489999999999995
002425.SZ,凯撒文化,10.0,6,9.986684420772304,2020-06-19 09:32:30,9016838.0,20200619,False,True,3.3898,-2.5761,1.6226,-0.3548,4.2136,0.0,3.3898
000526.SZ,学大教育,3.23618471,2,2.1953065859197514,2020-06-19 09:33:15,,20200619,False,False,6.3978,-3.98,0.7357,0.3028,1.6871,-6.76381529,-0.36601529
600827.SH,百联股份,10.0,2,1.8329938900203637,2020-06-19 09:43:00,4348585.0,20200619,False,False,-10.0,-4.7325,-3.3117,0.1489,7.4349,0.0,-14.7325
300841.SZ,康华生物,10.0,4,10.002224364202572,2020-06-22 09:30:00,4345700.0,20200622,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
600193.SH,创兴资源,4.94505495,4,4.945054945054953,2020-06-22 09:30:00,3230494.0,20200622,True,False,-5.0611,-4.9632,2.7079,-5.0847,0.1984,-5.05494505,-10.11604505
300374.SZ,中铁装配,6.62379421,2,10.032154340836005,2020-06-22 09:30:00,,20200622,True,False,-0.6031,-2.3058,4.2236,2.503,-1.8023,-3.37620579,-3.97930579
300842.SZ,帝科股份,10.0,2,10.007911392405054,2020-06-22 09:30:00,4860443.0,20200622,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
600080.SH,金花股份,4.98007968,2,4.9800796812749,2020-06-22 09:30:00,5182398.0,20200622,True,False,-2.8463,-2.9297,2.8169,1.7613,-3.0769,-5.01992032,-7.86622032
605166.SH,聚合顺,10.0,2,10.026857654431506,2020-06-22 09:30:00,13156767.0,20200622,True,False,10.0,10.0,10.0,-3.1174,-9.2114,0.0,26.8826
002909.SZ,集泰股份,10.0,2,4.381694255111987,2020-06-22 09:30:30,1624234.0,20200622,False,True,-8.4071,-10.0,-5.5794,1.8182,-1.1161,0.0,-8.4071
